Day Type Name,division,delays,line,Month Name,reporting_category,Year,Quarter,month_date
Weekday,A DIVISION,1,GS,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,A DIVISION,1,GS,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,A DIVISION,1,GS,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,A DIVISION,1,GS,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,A DIVISION,1,GS,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,A DIVISION,1,GS,May,Crew Availability,2021,Qtr 2,2021-05-01
Weekday,A DIVISION,1,GS,May,Crew Availability,2022,Qtr 2,2022-05-01
Weekday,A DIVISION,1,GS,October,Crew Availability,2022,Qtr 4,2022-10-01
Weekday,A DIVISION,1,GS,October,Crew Availability,2023,Qtr 4,2023-10-01
Weekday,A DIVISION,2,3,May,Crew Availability,2020,Qtr 2,2020-05-01
Weekday,A DIVISION,2,5,May,Crew Availability,2020,Qtr 2,2020-05-01
Weekday,A DIVISION,2,GS,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,A DIVISION,2,GS,February,Crew Availability,2022,Qtr 1,2022-02-01
Weekday,A DIVISION,2,GS,July,Crew Availability,2022,Qtr 3,2022-07-01
Weekday,A DIVISION,2,GS,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,A DIVISION,2,GS,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,A DIVISION,2,GS,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,A DIVISION,3,1,May,Crew Availability,2020,Qtr 2,2020-05-01
Weekday,A DIVISION,3,GS,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,A DIVISION,3,GS,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,A DIVISION,3,GS,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,A DIVISION,4,GS,December,Crew Availability,2021,Qtr 4,2021-12-01
Weekday,A DIVISION,4,GS,October,Crew Availability,2021,Qtr 4,2021-10-01
Weekday,A DIVISION,5,3,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,A DIVISION,5,5,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,A DIVISION,6,5,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,A DIVISION,6,6,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,A DIVISION,6,7,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,A DIVISION,6,GS,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,A DIVISION,8,3,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,A DIVISION,8,3,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,A DIVISION,8,4,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,A DIVISION,8,GS,November,Crew Availability,2023,Qtr 4,2023-11-01
Weekday,A DIVISION,9,2,May,Crew Availability,2020,Qtr 2,2020-05-01
Weekday,A DIVISION,10,4,May,Crew Availability,2020,Qtr 2,2020-05-01
Weekday,A DIVISION,11,1,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,A DIVISION,11,5,April,Crew Availability,2020,Qtr 2,2020-04-01
Weekday,A DIVISION,11,5,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,A DIVISION,11,7,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,A DIVISION,12,2,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,A DIVISION,12,2,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,A DIVISION,12,5,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,A DIVISION,13,1,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,A DIVISION,13,4,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,A DIVISION,14,4,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,A DIVISION,14,5,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,A DIVISION,14,6,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,A DIVISION,14,GS,June,Crew Availability,2022,Qtr 2,2022-06-01
Weekday,A DIVISION,15,3,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,A DIVISION,17,1,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,A DIVISION,18,4,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,A DIVISION,21,4,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,A DIVISION,21,5,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,A DIVISION,21,5,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,A DIVISION,22,4,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,A DIVISION,22,5,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,A DIVISION,22,6,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,A DIVISION,22,7,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,A DIVISION,23,3,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,A DIVISION,23,6,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,A DIVISION,24,4,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,A DIVISION,25,5,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,A DIVISION,26,3,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,A DIVISION,26,6,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,A DIVISION,27,3,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,A DIVISION,27,5,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,A DIVISION,28,3,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,A DIVISION,28,5,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,A DIVISION,28,6,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,A DIVISION,30,5,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,A DIVISION,31,1,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,A DIVISION,31,3,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,A DIVISION,31,3,January,Crew Availability,2024,Qtr 1,2024-01-01
Weekday,A DIVISION,31,3,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,A DIVISION,31,3,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,A DIVISION,31,5,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,A DIVISION,31,5,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,A DIVISION,32,3,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,A DIVISION,32,4,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,A DIVISION,33,3,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,A DIVISION,33,4,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,A DIVISION,33,5,January,Crew Availability,2024,Qtr 1,2024-01-01
Weekday,A DIVISION,34,3,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,A DIVISION,34,5,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,A DIVISION,34,7,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,A DIVISION,35,2,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,A DIVISION,36,2,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,A DIVISION,36,2,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,A DIVISION,36,2,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,A DIVISION,36,4,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,A DIVISION,37,5,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,A DIVISION,37,5,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,A DIVISION,38,2,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,A DIVISION,38,5,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,A DIVISION,38,5,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,A DIVISION,38,5,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,A DIVISION,39,3,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,A DIVISION,39,6,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,A DIVISION,39,6,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,A DIVISION,40,4,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,A DIVISION,42,2,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,A DIVISION,42,7,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,A DIVISION,43,2,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,A DIVISION,44,1,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,A DIVISION,44,4,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,A DIVISION,44,5,July,Crew Availability,2023,Qtr 3,2023-07-01
Weekday,A DIVISION,44,5,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,A DIVISION,45,2,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,A DIVISION,45,3,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,A DIVISION,45,3,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,A DIVISION,45,3,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,A DIVISION,45,4,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,A DIVISION,46,1,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,A DIVISION,46,1,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,A DIVISION,46,5,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,A DIVISION,46,5,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,A DIVISION,46,6,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,A DIVISION,47,5,February,Crew Availability,2022,Qtr 1,2022-02-01
Weekday,A DIVISION,47,5,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,A DIVISION,47,5,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,A DIVISION,48,2,July,Crew Availability,2023,Qtr 3,2023-07-01
Weekday,A DIVISION,48,5,March,Crew Availability,2022,Qtr 1,2022-03-01
Weekday,A DIVISION,48,6,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,A DIVISION,49,1,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,A DIVISION,49,4,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,A DIVISION,49,5,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,A DIVISION,49,6,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,A DIVISION,50,1,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,A DIVISION,50,1,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,A DIVISION,50,3,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,A DIVISION,50,4,July,Crew Availability,2023,Qtr 3,2023-07-01
Weekday,A DIVISION,50,7,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,A DIVISION,52,1,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,A DIVISION,52,2,January,Crew Availability,2024,Qtr 1,2024-01-01
Weekday,A DIVISION,52,6,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,A DIVISION,52,7,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,A DIVISION,53,1,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,A DIVISION,53,3,July,Crew Availability,2023,Qtr 3,2023-07-01
Weekday,A DIVISION,53,4,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,A DIVISION,53,5,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,A DIVISION,54,4,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,A DIVISION,55,4,January,Crew Availability,2024,Qtr 1,2024-01-01
Weekday,A DIVISION,56,2,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,A DIVISION,56,3,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,A DIVISION,56,4,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,A DIVISION,56,5,July,Crew Availability,2022,Qtr 3,2022-07-01
Weekday,A DIVISION,56,6,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,A DIVISION,57,1,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,A DIVISION,57,2,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,A DIVISION,57,4,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,A DIVISION,58,2,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,A DIVISION,58,6,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,A DIVISION,58,7,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,A DIVISION,58,7,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,A DIVISION,58,7,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,A DIVISION,59,6,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,A DIVISION,59,7,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,A DIVISION,60,1,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,A DIVISION,60,1,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,A DIVISION,60,2,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,A DIVISION,60,4,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,A DIVISION,60,6,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,A DIVISION,61,4,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,A DIVISION,62,1,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,A DIVISION,62,6,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,A DIVISION,62,7,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,A DIVISION,64,2,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,A DIVISION,64,2,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,A DIVISION,64,7,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,A DIVISION,65,3,February,Crew Availability,2022,Qtr 1,2022-02-01
Weekday,A DIVISION,65,4,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,A DIVISION,65,4,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,A DIVISION,66,5,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,A DIVISION,66,5,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,A DIVISION,67,2,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,A DIVISION,67,2,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,A DIVISION,68,3,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,A DIVISION,68,3,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,A DIVISION,68,4,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,A DIVISION,68,4,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,A DIVISION,68,5,September,Crew Availability,2022,Qtr 3,2022-09-01
Weekday,A DIVISION,68,7,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,A DIVISION,69,5,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,A DIVISION,69,6,January,Crew Availability,2024,Qtr 1,2024-01-01
Weekday,A DIVISION,69,7,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,A DIVISION,71,1,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,A DIVISION,71,3,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,A DIVISION,71,3,March,Crew Availability,2022,Qtr 1,2022-03-01
Weekday,A DIVISION,72,5,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,A DIVISION,74,1,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,A DIVISION,74,3,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,A DIVISION,74,5,August,Crew Availability,2022,Qtr 3,2022-08-01
Weekday,A DIVISION,74,5,September,Crew Availability,2023,Qtr 3,2023-09-01
Weekday,A DIVISION,75,2,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,A DIVISION,75,3,September,Crew Availability,2022,Qtr 3,2022-09-01
Weekday,A DIVISION,75,6,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,A DIVISION,77,6,July,Crew Availability,2023,Qtr 3,2023-07-01
Weekday,A DIVISION,78,1,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,A DIVISION,78,2,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,A DIVISION,78,4,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,A DIVISION,79,3,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,A DIVISION,79,5,October,Crew Availability,2022,Qtr 4,2022-10-01
Weekday,A DIVISION,79,7,July,Crew Availability,2023,Qtr 3,2023-07-01
Weekday,A DIVISION,79,7,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,A DIVISION,80,1,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,A DIVISION,80,1,March,Crew Availability,2022,Qtr 1,2022-03-01
Weekday,A DIVISION,80,1,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,A DIVISION,80,2,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,A DIVISION,80,4,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,A DIVISION,81,7,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,A DIVISION,82,2,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,A DIVISION,82,3,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,A DIVISION,83,1,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,A DIVISION,83,3,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,A DIVISION,83,5,October,Crew Availability,2023,Qtr 4,2023-10-01
Weekday,A DIVISION,83,6,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,A DIVISION,84,1,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,A DIVISION,85,6,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,A DIVISION,85,7,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,A DIVISION,85,7,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,A DIVISION,86,6,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,A DIVISION,87,3,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,A DIVISION,87,6,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,A DIVISION,88,7,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,A DIVISION,90,3,April,Crew Availability,2020,Qtr 2,2020-04-01
Weekday,A DIVISION,90,5,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,A DIVISION,90,6,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,A DIVISION,91,2,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,A DIVISION,91,4,April,Crew Availability,2020,Qtr 2,2020-04-01
Weekday,A DIVISION,91,6,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,A DIVISION,92,4,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,A DIVISION,93,1,July,Crew Availability,2023,Qtr 3,2023-07-01
Weekday,A DIVISION,94,1,January,Crew Availability,2024,Qtr 1,2024-01-01
Weekday,A DIVISION,94,1,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,A DIVISION,94,1,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,A DIVISION,94,2,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,A DIVISION,94,4,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,A DIVISION,94,5,August,Crew Availability,2023,Qtr 3,2023-08-01
Weekday,A DIVISION,94,6,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,A DIVISION,95,7,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,A DIVISION,96,2,September,Crew Availability,2022,Qtr 3,2022-09-01
Weekday,A DIVISION,97,4,August,Crew Availability,2025,Qtr 3,2025-08-01
Weekday,A DIVISION,97,6,September,Crew Availability,2022,Qtr 3,2022-09-01
Weekday,A DIVISION,98,1,April,Crew Availability,2020,Qtr 2,2020-04-01
Weekday,A DIVISION,98,3,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,A DIVISION,98,4,October,Crew Availability,2022,Qtr 4,2022-10-01
Weekday,A DIVISION,98,6,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,A DIVISION,99,4,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,A DIVISION,100,3,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,A DIVISION,100,5,November,Crew Availability,2023,Qtr 4,2023-11-01
Weekday,A DIVISION,101,7,March,Crew Availability,2022,Qtr 1,2022-03-01
Weekday,A DIVISION,102,1,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,A DIVISION,102,2,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,A DIVISION,102,6,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,A DIVISION,103,2,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,A DIVISION,103,7,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,A DIVISION,103,GS,January,Crew Availability,2022,Qtr 1,2022-01-01
Weekday,A DIVISION,104,2,March,Crew Availability,2022,Qtr 1,2022-03-01
Weekday,A DIVISION,104,3,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,A DIVISION,105,5,September,Crew Availability,2020,Qtr 3,2020-09-01
Weekday,A DIVISION,106,3,November,Crew Availability,2023,Qtr 4,2023-11-01
Weekday,A DIVISION,106,6,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,A DIVISION,106,6,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,A DIVISION,108,4,September,Crew Availability,2023,Qtr 3,2023-09-01
Weekday,A DIVISION,110,6,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,A DIVISION,112,1,October,Crew Availability,2022,Qtr 4,2022-10-01
Weekday,A DIVISION,112,5,August,Crew Availability,2025,Qtr 3,2025-08-01
Weekday,A DIVISION,112,7,September,Crew Availability,2022,Qtr 3,2022-09-01
Weekday,A DIVISION,113,1,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,A DIVISION,113,3,September,Crew Availability,2023,Qtr 3,2023-09-01
Weekday,A DIVISION,113,4,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,A DIVISION,113,5,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,A DIVISION,113,5,July,Crew Availability,2024,Qtr 3,2024-07-01
Weekday,A DIVISION,113,5,November,Crew Availability,2021,Qtr 4,2021-11-01
Weekday,A DIVISION,113,7,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,A DIVISION,115,2,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,A DIVISION,115,7,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,A DIVISION,116,2,August,Crew Availability,2023,Qtr 3,2023-08-01
Weekday,A DIVISION,116,7,January,Crew Availability,2024,Qtr 1,2024-01-01
Weekday,A DIVISION,117,7,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,A DIVISION,118,4,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,A DIVISION,118,5,April,Crew Availability,2022,Qtr 2,2022-04-01
Weekday,A DIVISION,118,5,December,Crew Availability,2025,Qtr 4,2025-12-01
Weekday,A DIVISION,118,5,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,A DIVISION,120,2,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,A DIVISION,120,4,March,Crew Availability,2022,Qtr 1,2022-03-01
Weekday,A DIVISION,120,6,March,Crew Availability,2022,Qtr 1,2022-03-01
Weekday,A DIVISION,120,7,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,A DIVISION,121,3,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,A DIVISION,121,7,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,A DIVISION,122,1,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,A DIVISION,122,2,September,Crew Availability,2023,Qtr 3,2023-09-01
Weekday,A DIVISION,122,4,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,A DIVISION,122,6,July,Crew Availability,2022,Qtr 3,2022-07-01
Weekday,A DIVISION,123,3,July,Crew Availability,2024,Qtr 3,2024-07-01
Weekday,A DIVISION,125,3,October,Crew Availability,2022,Qtr 4,2022-10-01
Weekday,A DIVISION,125,5,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,A DIVISION,126,2,July,Crew Availability,2022,Qtr 3,2022-07-01
Weekday,A DIVISION,126,2,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,A DIVISION,126,4,July,Crew Availability,2024,Qtr 3,2024-07-01
Weekday,A DIVISION,128,5,May,Crew Availability,2022,Qtr 2,2022-05-01
Weekday,A DIVISION,129,2,November,Crew Availability,2023,Qtr 4,2023-11-01
Weekday,A DIVISION,129,3,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,A DIVISION,129,7,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,A DIVISION,131,2,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,A DIVISION,131,6,August,Crew Availability,2025,Qtr 3,2025-08-01
Weekday,A DIVISION,132,3,July,Crew Availability,2022,Qtr 3,2022-07-01
Weekday,A DIVISION,132,4,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,A DIVISION,134,5,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,A DIVISION,135,2,August,Crew Availability,2022,Qtr 3,2022-08-01
Weekday,A DIVISION,135,4,October,Crew Availability,2023,Qtr 4,2023-10-01
Weekday,A DIVISION,135,4,September,Crew Availability,2022,Qtr 3,2022-09-01
Weekday,A DIVISION,135,5,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,A DIVISION,135,6,October,Crew Availability,2022,Qtr 4,2022-10-01
Weekday,A DIVISION,135,7,February,Crew Availability,2022,Qtr 1,2022-02-01
Weekday,A DIVISION,136,1,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,A DIVISION,136,2,February,Crew Availability,2022,Qtr 1,2022-02-01
Weekday,A DIVISION,136,2,July,Crew Availability,2024,Qtr 3,2024-07-01
Weekday,A DIVISION,136,4,July,Crew Availability,2022,Qtr 3,2022-07-01
Weekday,A DIVISION,136,6,April,Crew Availability,2020,Qtr 2,2020-04-01
Weekday,A DIVISION,137,6,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,A DIVISION,139,6,May,Crew Availability,2021,Qtr 2,2021-05-01
Weekday,A DIVISION,140,1,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,A DIVISION,140,2,October,Crew Availability,2023,Qtr 4,2023-10-01
Weekday,A DIVISION,141,1,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,A DIVISION,141,1,September,Crew Availability,2023,Qtr 3,2023-09-01
Weekday,A DIVISION,141,6,August,Crew Availability,2022,Qtr 3,2022-08-01
Weekday,A DIVISION,141,6,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,A DIVISION,143,1,November,Crew Availability,2023,Qtr 4,2023-11-01
Weekday,A DIVISION,144,1,August,Crew Availability,2022,Qtr 3,2022-08-01
Weekday,A DIVISION,144,1,October,Crew Availability,2025,Qtr 4,2025-10-01
