Day Type Name,division,delays,line,Month Name,reporting_category,Year,Quarter,month_date
Weekday,B DIVISION,37,N,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,B DIVISION,38,C,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,38,E,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,38,G,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,38,G,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,38,JZ,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,38,L,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,38,S Rock,December,Crew Availability,2021,Qtr 4,2021-12-01
Weekday,B DIVISION,39,E,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,39,G,December,Crew Availability,2022,Qtr 4,2022-12-01
Weekday,B DIVISION,40,G,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,B DIVISION,40,M,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,40,M,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,41,A,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,B DIVISION,41,E,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,B DIVISION,41,G,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,41,G,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,41,R,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,41,R,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,B DIVISION,42,G,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,B DIVISION,42,JZ,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,43,JZ,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,B DIVISION,43,JZ,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,43,JZ,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,B DIVISION,44,G,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,B DIVISION,44,JZ,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,44,L,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,45,B,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,B DIVISION,45,G,September,Crew Availability,2025,Qtr 3,2025-09-01
Weekday,B DIVISION,46,G,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,B DIVISION,47,C,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,47,F,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,47,G,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,47,JZ,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,47,M,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,47,M,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,48,B,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,B DIVISION,48,L,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,49,C,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,49,L,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,49,Q,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,50,B,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,50,C,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,50,JZ,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,50,M,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,50,M,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,B DIVISION,50,M,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,B DIVISION,50,Q,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,50,R,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,51,C,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,B DIVISION,52,F,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,52,JZ,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,B DIVISION,53,C,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,B DIVISION,53,E,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,53,M,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,B DIVISION,54,B,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,B DIVISION,54,C,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,B DIVISION,54,D,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,B DIVISION,54,G,July,Crew Availability,2024,Qtr 3,2024-07-01
Weekday,B DIVISION,54,L,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,B DIVISION,55,A,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,55,C,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,55,C,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,B DIVISION,55,D,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,55,E,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,55,E,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,55,JZ,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,56,M,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,56,M,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,57,C,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,57,JZ,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,57,N,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,57,Q,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,58,B,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,58,E,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,B DIVISION,58,L,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,59,E,September,Crew Availability,2025,Qtr 3,2025-09-01
Weekday,B DIVISION,59,G,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,59,Q,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,59,R,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,60,G,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,B DIVISION,60,JZ,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,60,N,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,61,G,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,61,JZ,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,61,JZ,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,B DIVISION,61,JZ,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,61,M,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,61,R,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,B DIVISION,62,E,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,62,JZ,September,Crew Availability,2025,Qtr 3,2025-09-01
Weekday,B DIVISION,62,L,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,B DIVISION,62,L,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,B DIVISION,62,L,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,B DIVISION,62,N,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,62,Q,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,63,A,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,63,B,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,63,B,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,63,C,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,63,E,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,63,E,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,63,F,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,B DIVISION,63,M,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,64,L,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,B DIVISION,64,L,September,Crew Availability,2025,Qtr 3,2025-09-01
Weekday,B DIVISION,65,A,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,65,E,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,66,B,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,66,C,September,Crew Availability,2020,Qtr 3,2020-09-01
Weekday,B DIVISION,66,D,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,B DIVISION,66,E,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,66,JZ,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,67,F,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,67,L,February,Crew Availability,2022,Qtr 1,2022-02-01
Weekday,B DIVISION,68,A,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,B DIVISION,68,JZ,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,B DIVISION,68,R,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,69,E,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,B DIVISION,69,E,March,Crew Availability,2021,Qtr 1,2021-03-01
Weekday,B DIVISION,69,E,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,69,G,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,69,JZ,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,B DIVISION,69,R,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,70,A,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,70,B,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,70,C,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,B DIVISION,70,G,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,70,G,October,Crew Availability,2022,Qtr 4,2022-10-01
Weekday,B DIVISION,70,JZ,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,B DIVISION,70,L,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,70,M,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,70,R,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,71,C,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,71,C,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,71,D,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,B DIVISION,71,E,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,71,M,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,B DIVISION,72,F,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,B DIVISION,72,Q,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,72,Q,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,72,Q,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,B DIVISION,73,G,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,B DIVISION,73,JZ,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,73,JZ,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,B DIVISION,73,M,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,74,F,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,74,JZ,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,B DIVISION,75,G,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,B DIVISION,75,JZ,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,76,B,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,B DIVISION,76,G,August,Crew Availability,2025,Qtr 3,2025-08-01
Weekday,B DIVISION,76,G,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,B DIVISION,76,G,September,Crew Availability,2020,Qtr 3,2020-09-01
Weekday,B DIVISION,76,M,September,Crew Availability,2025,Qtr 3,2025-09-01
Weekday,B DIVISION,76,N,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,76,Q,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,76,Q,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,B DIVISION,77,E,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,B DIVISION,77,E,December,Crew Availability,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,77,JZ,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,77,L,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,77,L,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,B DIVISION,77,M,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,B DIVISION,77,R,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,78,D,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,78,JZ,December,Crew Availability,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,78,JZ,September,Crew Availability,2020,Qtr 3,2020-09-01
Weekday,B DIVISION,78,N,February,Crew Availability,2025,Qtr 1,2025-02-01
Weekday,B DIVISION,79,G,June,Crew Availability,2023,Qtr 2,2023-06-01
Weekday,B DIVISION,79,JZ,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,B DIVISION,79,S Rock,January,Crew Availability,2022,Qtr 1,2022-01-01
Weekday,B DIVISION,80,A,April,Crew Availability,2020,Qtr 2,2020-04-01
Weekday,B DIVISION,80,B,March,Crew Availability,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,80,C,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,80,D,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,B DIVISION,80,L,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,81,C,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,82,E,August,Crew Availability,2025,Qtr 3,2025-08-01
Weekday,B DIVISION,82,S Fkln,January,Crew Availability,2022,Qtr 1,2022-01-01
Weekday,B DIVISION,83,C,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,84,A,January,Crew Availability,2021,Qtr 1,2021-01-01
Weekday,B DIVISION,84,G,June,Crew Availability,2024,Qtr 2,2024-06-01
Weekday,B DIVISION,84,L,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,84,L,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,85,C,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,85,D,January,Crew Availability,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,85,E,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,85,G,July,Crew Availability,2023,Qtr 3,2023-07-01
Weekday,B DIVISION,85,JZ,March,Crew Availability,2020,Qtr 1,2020-03-01
Weekday,B DIVISION,85,Q,September,Crew Availability,2020,Qtr 3,2020-09-01
Weekday,B DIVISION,86,E,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,B DIVISION,86,G,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,86,JZ,July,Crew Availability,2024,Qtr 3,2024-07-01
Weekday,B DIVISION,86,M,November,Crew Availability,2023,Qtr 4,2023-11-01
Weekday,B DIVISION,86,Q,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,86,R,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,87,C,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,B DIVISION,87,C,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,87,E,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,87,F,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,87,F,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,87,R,September,Crew Availability,2025,Qtr 3,2025-09-01
Weekday,B DIVISION,88,C,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,B DIVISION,88,L,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,B DIVISION,89,L,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,B DIVISION,89,N,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,B DIVISION,90,D,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,90,G,November,Crew Availability,2023,Qtr 4,2023-11-01
Weekday,B DIVISION,90,R,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,B DIVISION,91,A,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,91,G,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,B DIVISION,91,L,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,B DIVISION,91,L,September,Crew Availability,2020,Qtr 3,2020-09-01
Weekday,B DIVISION,91,M,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,91,N,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,92,E,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,B DIVISION,92,F,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,B DIVISION,92,F,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,92,F,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,B DIVISION,92,Q,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,92,R,February,Crew Availability,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,92,R,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,93,F,April,Crew Availability,2021,Qtr 2,2021-04-01
Weekday,B DIVISION,93,L,April,Crew Availability,2020,Qtr 2,2020-04-01
Weekday,B DIVISION,93,M,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,94,E,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,B DIVISION,94,F,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,94,G,August,Crew Availability,2023,Qtr 3,2023-08-01
Weekday,B DIVISION,94,L,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,94,M,October,Crew Availability,2023,Qtr 4,2023-10-01
Weekday,B DIVISION,94,N,April,Crew Availability,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,94,Q,December,Crew Availability,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,95,B,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,95,F,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,95,M,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,96,C,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,96,C,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,B DIVISION,96,JZ,March,Crew Availability,2021,Qtr 1,2021-03-01
Weekday,B DIVISION,96,L,December,Crew Availability,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,96,M,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,B DIVISION,96,M,September,Crew Availability,2023,Qtr 3,2023-09-01
Weekday,B DIVISION,96,Q,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,97,C,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,97,G,December,Crew Availability,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,98,E,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,B DIVISION,98,E,July,Crew Availability,2024,Qtr 3,2024-07-01
Weekday,B DIVISION,99,E,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,B DIVISION,99,M,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,100,G,September,Crew Availability,2023,Qtr 3,2023-09-01
Weekday,B DIVISION,101,C,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,B DIVISION,101,D,August,Crew Availability,2020,Qtr 3,2020-08-01
Weekday,B DIVISION,101,G,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,101,R,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,102,G,January,Crew Availability,2022,Qtr 1,2022-01-01
Weekday,B DIVISION,102,JZ,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,102,L,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,B DIVISION,102,Q,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,103,B,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,103,L,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,104,B,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,104,C,December,Crew Availability,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,104,R,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,B DIVISION,105,A,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,105,B,January,Crew Availability,2022,Qtr 1,2022-01-01
Weekday,B DIVISION,105,C,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,105,C,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,105,G,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,B DIVISION,105,M,September,Crew Availability,2020,Qtr 3,2020-09-01
Weekday,B DIVISION,106,JZ,August,Crew Availability,2025,Qtr 3,2025-08-01
Weekday,B DIVISION,107,Q,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,108,M,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,B DIVISION,108,Q,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,109,Q,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,B DIVISION,110,A,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,B DIVISION,110,D,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,110,G,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,110,M,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,B DIVISION,110,M,November,Crew Availability,2020,Qtr 4,2020-11-01
Weekday,B DIVISION,111,N,November,Crew Availability,2024,Qtr 4,2024-11-01
Weekday,B DIVISION,112,C,August,Crew Availability,2024,Qtr 3,2024-08-01
Weekday,B DIVISION,112,G,February,Crew Availability,2024,Qtr 1,2024-02-01
Weekday,B DIVISION,112,JZ,February,Crew Availability,2021,Qtr 1,2021-02-01
Weekday,B DIVISION,112,Q,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,114,B,May,Crew Availability,2025,Qtr 2,2025-05-01
Weekday,B DIVISION,114,D,January,Crew Availability,2020,Qtr 1,2020-01-01
Weekday,B DIVISION,114,M,November,Crew Availability,2022,Qtr 4,2022-11-01
Weekday,B DIVISION,114,R,July,Crew Availability,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,114,R,September,Crew Availability,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,115,R,June,Crew Availability,2025,Qtr 2,2025-06-01
Weekday,B DIVISION,116,N,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,117,F,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,117,G,October,Crew Availability,2023,Qtr 4,2023-10-01
Weekday,B DIVISION,117,JZ,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,B DIVISION,117,N,June,Crew Availability,2020,Qtr 2,2020-06-01
Weekday,B DIVISION,118,B,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,B DIVISION,118,C,September,Crew Availability,2025,Qtr 3,2025-09-01
Weekday,B DIVISION,118,E,February,Crew Availability,2021,Qtr 1,2021-02-01
Weekday,B DIVISION,118,F,February,Crew Availability,2021,Qtr 1,2021-02-01
Weekday,B DIVISION,118,G,March,Crew Availability,2021,Qtr 1,2021-03-01
Weekday,B DIVISION,118,M,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,119,A,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,119,M,March,Crew Availability,2021,Qtr 1,2021-03-01
Weekday,B DIVISION,119,R,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,119,R,March,Crew Availability,2021,Qtr 1,2021-03-01
Weekday,B DIVISION,119,R,May,Crew Availability,2023,Qtr 2,2023-05-01
Weekday,B DIVISION,120,D,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,120,L,August,Crew Availability,2025,Qtr 3,2025-08-01
Weekday,B DIVISION,120,N,April,Crew Availability,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,121,B,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,121,F,December,Crew Availability,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,121,M,February,Crew Availability,2022,Qtr 1,2022-02-01
Weekday,B DIVISION,121,Q,October,Crew Availability,2020,Qtr 4,2020-10-01
Weekday,B DIVISION,122,B,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,122,B,February,Crew Availability,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,122,D,January,Crew Availability,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,122,JZ,October,Crew Availability,2022,Qtr 4,2022-10-01
Weekday,B DIVISION,122,L,March,Crew Availability,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,122,M,October,Crew Availability,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,122,Q,March,Crew Availability,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,122,R,October,Crew Availability,2024,Qtr 4,2024-10-01
Weekday,B DIVISION,123,B,July,Crew Availability,2020,Qtr 3,2020-07-01
Weekday,B DIVISION,123,B,May,Crew Availability,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,123,R,April,Crew Availability,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,124,B,December,Crew Availability,2020,Qtr 4,2020-12-01
Weekday,B DIVISION,124,L,November,Crew Availability,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,125,C,March,Crew Availability,2021,Qtr 1,2021-03-01
Weekday,B DIVISION,125,E,September,Crew Availability,2020,Qtr 3,2020-09-01
Weekday,B DIVISION,126,B,November,Crew Availability,2024,Qtr 4,2024-11-01
